#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T18:45:29 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a279d1ddc26	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog,V/53A/names
#-nav=cat:V/53A&tab:{V/53A/catalog}&tab:{V/53A/names}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a279d1ddc26&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-ignore=HR_data=*&HR_data=HR_data&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=GLON&-out=GLAT&HIP_data=HIP_data&-out=Dist&-out=Vmag&-out=SpType&Simbad=Simbad&-out=Name&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/53A/catalog,V/53A/names
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog V/53A/names
#-out=HR
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=GLON
#-out=GLAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=Name
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	Const	RA2000	DE2000	ELON	ELAT	GLON	GLAT	Dist	Vmag	SpType
244.959583	-50.155556	6072	Nor	16 19 50.3	-50 09 20	252.07	-28.26	333.30	  0.01	  130	 4.02	G8III
244.580000	 -4.692500	6075	Oph	16 18 19.2	-04 41 33	243.51	 16.44	  8.56	 30.81	  108	 3.23	G9.5IIIbCN-1
245.158750	-24.169444	6081	Sco	16 20 38.1	-24 10 10	247.44	 -2.65	352.33	 18.05	  342	 4.57	A5II
245.296667	-25.592778	6084	Sco	16 21 11.2	-25 35 34	247.80	 -4.04	351.31	 17.00	  356	 2.88	B2III+O9.5V
244.934583	+46.313333	6092	Her	16 19 44.3	+46 18 48	224.38	 65.83	 72.48	 45.04	  326	 3.91	B5IV
245.517917	 +1.029167	6093	Ser	16 22 04.3	+01 01 45	243.41	 22.24	 14.78	 33.22	   90	 4.82	F0V
245.479583	+19.153056	6095	Her	16 21 55.1	+19 09 11	239.21	 40.01	 35.26	 41.30	  203	 3.76	A9III
247.117083	-70.084444	6098	TrA	16 28 28.1	-70 05 04	258.68	-47.54	319.53	-14.57	   39	 4.91	F9V
248.362917	-78.896944	6102	Aps	16 33 27.1	-78 53 49	262.70	-56.01	312.69	-20.51	  163	 3.89	G8-K0III
245.523750	+30.892222	6103	CrB	16 22 05.7	+30 53 32	235.24	 51.42	 50.77	 44.21	  191	 4.85	K0III
246.025417	-20.037500	6104	Oph	16 24 06.1	-20 02 15	247.55	  1.55	356.17	 20.18	  181	 4.50	K0II-III
246.795833	-47.555000	6115	Nor	16 27 11.0	-47 33 18	252.87	-25.49	336.00	  0.98	  407	 4.47	B4V
244.375833	+75.755278	6116	UMi	16 17 30.2	+75 45 19	120.32	 77.83	109.27	 35.33	   98	 4.95	F5V
246.353750	+14.033333	6117	Her	16 25 24.9	+14 02 00	241.58	 35.17	 29.46	 38.63	  250	 4.58	B9pCr
246.755417	-18.456389	6118	Oph	16 27 01.3	-18 27 23	247.98	  3.22	357.93	 20.68	  543	 4.43	B2IV:pe
246.950417	 -8.371667	6129	Oph	16 27 48.1	-08 22 18	246.55	 13.21	  6.74	 26.74	  125	 4.63	A3m
245.997083	+61.514167	6132	Dra	16 23 59.3	+61 30 51	194.49	 78.44	 92.58	 40.95	   88	 2.74	G8IIIab
247.351667	-26.431944	6134	Sco	16 29 24.4	-26 25 55	249.76	 -4.57	351.95	 15.06	  381	 0.91	M1.5Iab-Ib+B4Ve
247.551667	-25.115000	6141	Sco	16 30 12.4	-25 06 54	249.74	 -3.24	353.10	 15.80	  407	 4.79	B2V
247.845000	-34.704444	6143	   	16 31 22.8	-34 42 16	251.47	-12.68	345.94	  9.22	  932	 4.23	B2III-IV
247.784167	-16.612778	6147	Oph	16 31 08.2	-16 36 46	248.67	  5.20	  0.13	 21.08	  217	 4.27	G8IIIa
247.554583	+21.489444	6148	Her	16 30 13.1	+21 29 22	241.09	 42.70	 39.01	 40.21	  148	 2.77	G7IIIa
247.727917	 +1.983889	6149	Oph	16 30 54.7	+01 59 02	245.59	 23.56	 17.12	 31.85	  171	 3.83	A0V+A4V
248.033333	-21.466389	6153	Oph	16 32 08.0	-21 27 59	249.63	  0.43	356.30	 17.83	  181	 4.45	A7p
248.520000	-44.045278	6155	Nor	16 34 04.8	-44 02 43	253.53	-21.83	339.38	  2.51	 3757	 4.91	B0Ia
248.150833	+11.488056	6159	Her	16 32 36.2	+11 29 17	244.23	 32.99	 27.46	 35.97	  326	 4.85	K7III
246.995000	+68.768056	6161	Dra	16 27 58.8	+68 46 05	155.35	 81.04	101.11	 37.87	  543	 5.01	A0III
250.768333	-77.517500	6163	Aps	16 43 04.4	-77 31 03	262.95	-54.55	314.18	-20.06	  163	 4.24	K0III
248.970417	-28.216111	6165	Sco	16 35 52.9	-28 12 58	251.46	 -6.12	351.54	 12.81	  465	 2.81	B0V
249.093333	-35.255556	6166	   	16 36 22.4	-35 15 20	252.59	-13.07	346.22	  8.09	  362	 4.16	K6III
248.525417	+42.436944	6168	Her	16 34 06.1	+42 26 13	233.24	 63.16	 66.91	 42.70	  326	 4.20	B9V
249.289167	-10.567222	6175	Oph	16 37 09.4	-10 34 02	249.23	 11.39	  6.28	 23.59	  465	 2.56	09.5Vn
250.392917	-17.742222	6196	   	16 41 34.3	-17 44 32	251.30	  4.43	  0.82	 18.43	  407	 4.96	G7.5IICN1Ba0.4
249.686250	+48.928333	6200	Her	16 38 44.7	+48 55 42	229.33	 69.52	 75.61	 41.58	  407	 4.90	M2.5IIIab
250.321250	+31.602778	6212	Her	16 41 17.1	+31 36 10	241.46	 53.11	 52.66	 40.28	   35	 2.81	G0IV
252.166250	-69.027778	6217	TrA	16 48 39.9	-69 01 40	260.90	-46.15	321.54	-15.26	  465	 1.92	K2IIb-IIIa
250.723750	+38.922222	6220	Her	16 42 53.7	+38 55 20	238.79	 60.29	 62.28	 40.90	  112	 3.50	G8IIIbCN-1
250.229167	+64.588889	6223	Dra	16 40 55.0	+64 35 20	184.41	 81.63	 95.57	 38.16	  279	 4.83	K1p*
252.445833	-59.041389	6229	Ara	16 49 47.0	-59 02 29	258.90	-36.28	329.64	 -9.16	  326	 3.76	K5III
251.323750	+56.781944	6237	   	16 45 17.7	+56 46 55	219.26	 76.91	 85.67	 39.53	   88	 4.84	F2V
252.540417	-34.293333	6241	Sco	16 50 09.7	-34 17 36	255.33	-11.74	348.82	  6.56	   66	 2.29	K2.5III
252.457917	-10.783056	6243	Oph	16 49 49.9	-10 46 59	252.41	 11.59	  8.04	 20.93	  120	 4.66	F7IV
252.967083	-38.047500	6247	Sco	16 51 52.1	-38 02 51	256.16	-15.42	346.12	  3.91	  457	 3.04	B1.5V+B6.5V
253.083333	-38.017500	6252	Sco	16 52 20.0	-38 01 03	256.25	-15.38	346.20	  3.86	  543	 3.57	B2IV
252.308750	+45.983333	6254	Her	16 49 14.1	+45 59 00	236.69	 67.39	 71.61	 39.96	  181	 4.82	A2VpSrCrEu
253.498333	-42.361944	6262	Sco	16 53 59.6	-42 21 43	257.12	-19.66	343.03	  0.87	 2483	 4.73	B1Iape
253.645417	-42.361389	6271	Sco	16 54 34.9	-42 21 41	257.24	-19.64	343.10	  0.79	  155	 3.59	K4III
253.501667	+10.165278	6281	Oph	16 54 00.4	+10 09 55	250.64	 32.50	 28.73	 30.66	  250	 4.38	B8V
254.654583	-55.990000	6285	Ara	16 58 37.1	-55 59 24	259.82	-33.09	332.80	 -8.20	   90	 3.13	K3III
254.895833	-53.160556	6295	Ara	16 59 35.0	-53 09 38	259.58	-30.27	335.15	 -6.59	  326	 4.06	K4IIIab
254.416667	 +9.375000	6299	Oph	16 57 40.0	+09 22 30	251.82	 31.84	 28.37	 29.50	   88	 3.20	K2III
254.006667	+65.134722	6315	Dra	16 56 01.6	+65 08 05	184.91	 83.32	 95.68	 36.47	   49	 4.90	F6Vv
255.264583	 -4.222500	6318	Oph	17 01 03.5	-04 13 21	254.49	 18.43	 15.58	 22.18	  407	 4.82	K4III
251.490833	+82.037222	6322	UMi	16 45 57.8	+82 02 14	 99.14	 73.92	115.00	 31.05	  362	 4.23	G5III
255.072083	+30.926389	6324	Her	17 00 17.3	+30 55 35	248.33	 53.25	 52.85	 36.17	  163	 3.92	A0V
256.205417	-34.123056	6334	   	17 04 49.3	-34 07 23	258.39	-11.24	350.83	  4.29	 3427	 4.87	B1Iae
255.782500	+14.091944	6337	   	17 03 07.8	+14 05 31	252.72	 36.68	 33.95	 30.26	  465	 4.98	M3III
256.344167	+12.740833	6355	Her	17 05 22.6	+12 44 27	253.59	 35.41	 32.78	 29.22	  148	 4.91	A4IV
257.594167	-15.724722	6378	Oph	17 10 22.6	-15 43 29	257.97	  7.20	  6.72	 14.01	   85	 2.42	A2V
258.037917	-43.239167	6380	Sco	17 12 09.1	-43 14 21	260.74	-20.18	344.37	 -2.30	   72	 3.34	F3III-IVp
257.196250	+65.714722	6396	Dra	17 08 47.1	+65 42 53	183.38	 84.76	 96.01	 35.04	  362	 3.17	B6III
258.661667	+14.390278	6406	Her	17 14 38.8	+14 23 25	256.15	 37.29	 35.53	 27.82	  407	 3.48	M5Ib-II
258.757500	+24.839167	6410	Her	17 15 01.8	+24 50 21	254.76	 47.69	 46.83	 31.42	   79	 3.13	A3IV
259.152500	 -0.445278	6415	Oph	17 16 36.6	-00 26 43	258.24	 22.55	 21.20	 20.75	  232	 4.72	K2III
260.497917	-67.770278	6417	Aps	17 21 59.5	-67 46 13	264.98	-44.50	324.40	-17.10	  326	 4.78	K2III
258.761250	+36.809167	6418	Her	17 15 02.7	+36 48 33	252.07	 59.55	 60.66	 34.34	  407	 3.18	K3IIab
259.330833	+33.100000	6431	Her	17 17 19.4	+33 06 00	253.92	 55.95	 56.40	 33.14	  976	 4.78	B1.5Vp+B5III
259.417500	+37.291389	6436	Her	17 17 40.2	+37 17 29	252.95	 60.11	 61.35	 33.91	  181	 4.66	A2V
260.250417	-21.112778	6445	Oph	17 21 00.1	-21 06 46	260.90	  2.02	  3.59	  8.92	   57	 4.38	F1III-IV
260.206250	-12.846667	6446	Ser	17 20 49.5	-12 50 48	260.30	 10.26	 10.63	 13.46	  203	 4.31	A2V
260.078333	+18.056944	6452	   	17 20 18.8	+18 03 25	257.45	 41.07	 39.96	 27.97	  543	 5.00	M2IIIab
260.502083	-24.999444	6453	Oph	17 22 00.5	-24 59 58	261.39	 -1.84	  0.46	  6.55	  564	 3.26	B2IV
261.324583	-55.529722	6461	Ara	17 25 17.9	-55 31 47	264.21	-32.26	335.37	-11.01	  740	 2.85	K3Ib-IIa
261.347917	-56.377500	6462	Ara	17 25 23.5	-56 22 39	264.29	-33.11	334.64	-11.48	 1919	 3.34	B1Ib
260.920417	+37.145833	6485	Her	17 23 40.9	+37 08 45	255.37	 60.12	 61.44	 32.71	  407	 4.52	B9.5III
261.592083	-24.175278	6486	Oph	17 26 22.1	-24 10 31	262.33	 -0.96	  1.71	  6.19	   85	 4.16	A3m
261.838333	-29.866944	6492	Oph	17 27 21.2	-29 52 01	262.88	 -6.63	357.08	  2.85	  112	 4.27	F5IVdeltaSct*
261.657500	 -5.086667	6493	   	17 26 37.8	-05 05 12	261.25	 18.10	 18.26	 16.27	   98	 4.54	F3V
261.628333	 +4.140278	6498	Oph	17 26 30.8	+04 08 25	260.59	 27.31	 26.77	 20.75	  517	 4.31	K2II
262.774583	-60.683611	6500	Ara	17 31 05.9	-60 41 01	265.56	-37.36	331.27	-14.36	  191	 3.62	B8Vn
262.690417	-37.295833	6508	Sco	17 30 45.7	-37 17 45	264.01	-14.01	351.27	 -1.84	  543	 2.68	B2IV
262.960000	-49.876111	6510	Ara	17 31 50.4	-49 52 34	264.93	-26.56	340.76	 -8.83	  250	 2.95	B2Vne
262.853333	-23.962778	6519	Oph	17 31 24.8	-23 57 46	263.47	 -0.69	  2.52	  5.34	  465	 4.81	B9.5Ve
262.684167	+26.110556	6526	Her	17 30 44.2	+26 06 38	259.90	 49.29	 49.48	 28.44	  407	 4.41	K3.5IIIBa0.1
263.401667	-37.103611	6527	Sco	17 33 36.4	-37 06 13	264.59	-13.79	351.74	 -2.21	  316	 1.63	B2IV+B
262.607500	+52.301389	6536	Dra	17 30 25.8	+52 18 05	251.96	 75.28	 79.58	 33.31	  362	 2.81	G2Ib-IIa
263.914167	-46.505556	6537	Ara	17 35 39.4	-46 30 20	265.45	-23.16	343.98	 -7.58	  407	 4.59	A0V
264.136250	-38.635278	6546	   	17 36 32.7	-38 38 07	265.25	-15.29	350.77	 -3.53	  148	 4.29	K0IIIb
264.329167	-42.997778	6553	Sco	17 37 19.0	-42 59 52	265.60	-19.65	347.14	 -5.98	  296	 1.87	F1II
263.043333	+55.184167	6554	Dra	17 32 10.4	+55 11 03	250.33	 78.15	 83.03	 33.14	  101	 4.90	A6V
263.066250	+55.172778	6555	Dra	17 32 15.9	+55 10 22	250.40	 78.14	 83.02	 33.12	  101	 4.87	A4m
263.733333	+12.560000	6556	Oph	17 34 56.0	+12 33 36	262.45	 35.84	 35.90	 22.57	   47	 2.07	A5III
264.396250	-15.398611	6561	Ser	17 37 35.1	-15 23 55	264.55	  7.93	 10.61	  8.66	  108	 3.52	F0IVdeltaSct
264.460833	 -8.118889	6567	Oph	17 37 50.6	-08 07 08	264.32	 15.21	 17.00	 12.34	  619	 4.63	B8II-IIIp:Mn
265.097500	-49.415556	6569	Ara	17 40 23.4	-49 24 56	266.45	-26.04	341.89	 -9.77	   72	 4.77	F3IV
265.621250	-39.030000	6580	Sco	17 42 29.1	-39 01 48	266.47	-15.64	351.04	 -4.72	  465	 2.41	B1.5III
265.353333	-12.875278	6581	Ser	17 41 24.8	-12 52 31	265.39	 10.49	 13.28	  9.17	  171	 4.24	A2V
266.432917	-64.723889	6582	Pav	17 45 43.9	-64 43 26	267.97	-41.31	328.40	-17.75	  407	 3.62	K2II
264.865833	+46.006389	6588	Her	17 39 27.8	+46 00 23	259.89	 69.27	 72.32	 31.27	  543	 3.80	B3IV
265.857083	-21.683333	6595	Oph	17 43 25.7	-21 41 00	266.15	  1.70	  5.94	  4.21	   57	 4.87	F6V
264.237083	+68.758056	6596	Dra	17 36 56.9	+68 45 29	132.27	 86.90	 99.08	 31.87	   77	 4.80	F5V
265.867917	 +4.567222	6603	Oph	17 43 28.3	+04 34 02	265.34	 27.94	 29.21	 17.19	   83	 2.78	K2III
266.895833	-40.126944	6615	Sco	17 47 35.0	-40 07 37	267.52	-16.71	350.61	 -6.13	 4373	 3.03	F2Iae
266.889583	-27.830833	6616	Sgr	17 47 33.5	-27 49 51	267.24	 -4.42	  1.17	  0.21	  356	 4.54	F7II
266.614583	+27.720833	6623	Her	17 46 27.5	+27 43 15	265.22	 51.10	 52.45	 25.63	   27	 3.42	G5IV
267.293333	-31.703333	6628	   	17 49 10.4	-31 42 12	267.67	 -8.29	358.03	 -2.09	  280	 4.83	B8V
266.972917	 +2.707222	6629	Oph	17 47 53.5	+02 42 26	266.63	 26.11	 28.02	 15.36	   95	 3.75	A0V
267.464167	-37.043333	6630	   	17 49 51.4	-37 02 36	267.92	-13.62	353.50	 -4.94	  130	 3.21	K2III
267.545833	-40.090556	6631	Sco	17 50 11.0	-40 05 26	268.04	-16.67	350.89	 -6.54	 2224	 4.81	A2Ib
265.484167	+72.148889	6636	Dra	17 41 56.2	+72 08 56	103.80	 84.19	102.97	 31.03	   72	 4.58	F5IV-V
269.197083	-44.342222	6675	   	17 56 47.3	-44 20 32	269.39	-20.90	347.76	 -9.69	  362	 4.86	K2III
269.448333	-41.716111	6682	   	17 57 47.6	-41 42 58	269.57	-18.28	350.18	 -8.59	  361	 4.88	M0III
268.381667	+56.872500	6688	Dra	17 53 31.6	+56 52 21	264.75	 80.28	 85.17	 30.23	  112	 3.75	K2III
269.062917	+37.250556	6695	Her	17 56 15.1	+37 15 02	268.47	 60.68	 63.26	 26.42	  401	 3.88	K1IIaCN+2
269.756250	 -9.773611	6698	Oph	17 59 01.5	-09 46 25	269.75	 13.67	 18.17	  6.98	  155	 3.34	K0IIIaCN-1
269.947917	-23.816111	6700	Sgr	17 59 47.5	-23 48 58	269.95	 -0.38	  6.02	 -0.13	  465	 4.75	B9V
269.440833	+29.247778	6703	Her	17 57 45.8	+29 14 52	269.19	 52.69	 54.91	 23.77	  135	 3.70	G8III
269.151250	+51.488889	6705	Dra	17 56 36.3	+51 29 20	267.97	 74.92	 79.06	 29.22	  148	 2.22	K5III
269.625417	+30.189444	6707	Her	17 58 30.1	+30 11 22	269.45	 53.63	 55.94	 23.92	  691	 4.41	F2II
270.120000	 -3.690278	6710	Ser	18 00 28.8	-03 41 25	270.13	 19.75	 23.73	  9.59	   75	 4.62	F2IV
270.065417	 +4.368611	6712	Oph	18 00 15.7	+04 22 07	270.07	 27.81	 30.99	 13.37	  556	 4.60	B2Ve
270.013750	+16.750833	6713	Her	18 00 03.3	+16 45 03	270.02	 40.19	 42.62	 18.72	  313	 4.67	K0.5IIb
270.160833	 +2.931389	6714	Oph	18 00 38.6	+02 55 53	270.18	 26.37	 29.73	 12.63	 2350	 3.93	B5Ib
270.437917	 +1.305278	6723	Oph	18 01 45.1	+01 18 19	270.48	 24.74	 28.38	 11.64	  271	 4.42	A2Vn
270.376250	+21.595556	6730	Her	18 01 30.3	+21 35 44	270.50	 45.03	 47.50	 20.29	  543	 4.96	A5IIIn
271.255000	-29.580000	6742	Sgr	18 05 01.2	-29 34 48	271.10	 -6.15	  1.58	 -3.98	  151	 4.69	F4-G1Ib
271.657083	-50.091667	6743	Ara	18 06 37.7	-50 05 30	271.19	-26.66	343.33	-13.82	 2133	 3.66	B2Ib
272.144583	-63.668333	6745	Pav	18 08 34.7	-63 40 06	271.25	-40.24	330.49	-19.59	  141	 4.35	A7pSr
271.451667	-30.424167	6746	Sgr	18 05 48.4	-30 25 27	271.26	 -6.99	  0.92	 -4.54	   98	 2.99	K0III
271.363333	 +2.499444	6752	Oph	18 05 27.2	+02 29 58	271.51	 25.93	 29.91	 11.38	   16	 4.03	K0V
272.020417	-28.456944	6766	   	18 08 04.9	-28 27 25	271.78	 -5.03	  2.89	 -4.02	  362	 4.56	G8IIIpCH-3CN-2
271.826250	 +8.733889	6770	Oph	18 07 18.3	+08 44 02	272.13	 32.16	 35.82	 13.74	  250	 4.63	G8III
271.837083	 +9.563889	6771	Oph	18 07 20.9	+09 33 50	272.16	 32.99	 36.59	 14.09	   83	 3.73	A4IVs
271.885417	+28.762500	6779	Her	18 07 32.5	+28 45 45	272.70	 52.18	 55.19	 21.59	  362	 3.83	B9.5V
272.807083	-45.954167	6783	Tel	18 11 13.7	-45 57 15	272.11	-22.54	347.50	-12.69	  465	 4.53	K0III
272.189167	+20.814444	6787	Her	18 08 45.4	+20 48 52	272.86	 44.23	 47.42	 18.42	  858	 4.35	B2IV
263.052083	+86.586389	6789	UMi	17 32 12.5	+86 35 11	 91.20	 69.95	119.29	 28.24	  191	 4.36	A1Vn
271.869583	+43.461667	6791	   	18 07 28.7	+43 27 42	273.46	 66.88	 70.55	 25.90	  407	 5.00	G8IIICN-0.3CH-3
272.930417	-23.701111	6801	Sgr	18 11 43.3	-23 42 04	272.68	 -0.29	  7.46	 -2.45	  250	 4.98	K0III
273.440417	-21.058889	6812	Sgr	18 13 45.7	-21 03 32	273.21	  2.34	 10.00	 -1.60	 3723	 3.85	B8Iape
272.975417	+31.405278	6815	Her	18 11 54.1	+31 24 19	274.41	 54.80	 58.20	 21.59	  519	 4.97	M3III
274.406250	-36.761667	6832	Sgr	18 17 37.5	-36 45 42	273.63	-13.38	356.44	 -9.68	  155	 3.11	M3.5III
274.512917	-27.042500	6842	   	18 18 03.1	-27 02 33	274.03	 -3.67	  5.18	 -5.29	  480	 4.63	K3II
275.806250	-61.493889	6855	Pav	18 23 13.5	-61 29 38	273.52	-38.13	333.29	-20.40	  465	 4.36	K4III
275.248333	-29.828056	6859	Sgr	18 20 59.6	-29 49 41	274.58	 -6.47	  3.00	 -7.15	  326	 2.70	K3IIIa*
275.216667	 +3.377222	6866	Oph	18 20 52.0	+03 22 38	275.83	 26.71	 32.46	  8.34	  271	 4.84	G8III
275.074167	+21.961389	6868	Her	18 20 17.8	+21 57 41	276.69	 45.28	 49.63	 16.40	  465	 4.96	M1III
275.327083	 -2.898889	6869	Ser	18 21 18.5	-02 53 56	275.68	 20.44	 26.91	  5.36	   62	 3.25	K2IIIabCN1
274.965000	+36.064444	6872	Lyr	18 19 51.6	+36 03 52	277.89	 59.37	 63.52	 21.55	  250	 4.34	K2IIIabCN1
276.042917	-34.384722	6879	Sgr	18 24 10.3	-34 23 05	275.08	-11.05	359.20	 -9.81	  148	 1.85	B9.5III
275.914167	 -8.934444	6884	Sct	18 23 39.4	-08 56 04	276.03	 14.38	 21.81	  2.03	  191	 4.68	G9IIIbFe0.5
275.924167	+21.769722	6895	Her	18 23 41.8	+21 46 11	277.80	 45.05	 49.77	 15.60	  130	 3.84	K2.5IIIab
276.337083	-20.541667	6896	Sgr	18 25 20.9	-20 32 30	275.94	  2.77	 11.74	 -3.75	  740	 4.82	K2II
276.742917	-45.968333	6897	Tel	18 26 58.3	-45 58 06	275.07	-22.65	348.67	-15.18	  250	 3.51	B3IV
277.207500	-49.070833	6905	Tel	18 28 49.8	-49 04 15	275.24	-25.76	345.82	-16.68	  130	 4.13	G8-K0III
276.992083	-25.421667	6913	Sgr	18 27 58.1	-25 25 18	276.32	 -2.14	  7.66	 -6.52	   77	 2.81	K1IIIb
277.842917	-62.278333	6916	Pav	18 31 22.3	-62 16 42	274.68	-38.97	332.82	-21.56	  543	 4.64	B7-8III
275.188750	+71.337778	6920	Dra	18 20 45.3	+71 20 16	 71.09	 84.88	101.88	 28.04	  296	 4.22	A0pSi:
275.976667	+58.800556	6923	Dra	18 23 54.4	+58 48 02	292.16	 81.78	 87.88	 26.44	  191	 4.99	A1V
275.263333	+72.732778	6927	Dra	18 21 03.2	+72 43 58	 75.93	 83.57	103.46	 28.06	   26	 3.58	F7V
277.298750	-14.565833	6930	Sct	18 29 11.7	-14 33 57	277.15	  8.69	 17.46	 -1.79	  296	 4.71	A3Vn
277.938750	-45.915000	6934	Tel	18 31 45.3	-45 54 54	275.98	-22.64	349.06	-15.93	  505	 4.96	B6IV
276.495417	+65.563611	6945	Dra	18 25 58.9	+65 33 49	342.27	 87.18	 95.42	 27.13	  326	 4.82	K2III
278.375417	-42.312500	6951	CrA	18 33 30.1	-42 18 45	276.54	-19.06	352.62	-14.80	  208	 4.64	G8III
278.801250	 -8.244167	6973	Sct	18 35 12.3	-08 14 39	279.02	 14.92	 23.76	 -0.17	  181	 3.83	K3III-IIIb
278.142917	+57.045556	6978	Dra	18 32 34.3	+57 02 44	295.68	 79.76	 86.20	 24.99	 2028	 4.77	F7Ib
280.758750	-71.428333	6982	Pav	18 43 02.1	-71 25 42	275.12	-48.18	323.49	-24.95	  217	 4.01	K0III
279.234167	+38.783611	7001	Lyr	18 36 56.2	+38 47 01	285.32	 61.73	 67.44	 19.24	   25	 0.03	A0Va
281.360833	-64.871389	7012	   	18 45 26.6	-64 52 17	276.43	-41.69	330.57	-23.76	   95	 4.79	A5IV-V
280.567917	 -9.052500	7020	Sct	18 42 16.3	-09 03 09	280.76	 13.99	 23.83	 -2.10	  191	 4.72	F2IIIpdeltaDel
281.080417	-35.642222	7029	   	18 44 19.3	-35 38 32	279.21	-12.56	359.80	-14.08	  465	 4.87	B2.5V
280.880000	 -8.275278	7032	Sct	18 43 31.2	-08 16 31	281.14	 14.74	 24.67	 -2.02	  543	 4.89	G8II
281.413750	-26.990833	7039	Sgr	18 45 39.3	-26 59 27	280.18	 -3.95	  8.00	-10.77	  232	 3.16	B8III
281.192917	+37.605000	7056	Lyr	18 44 46.3	+37 36 18	288.11	 60.34	 66.85	 17.38	  155	 4.36	Am
281.415000	+20.546389	7061	Her	18 45 39.6	+20 32 47	284.78	 43.40	 50.79	 10.43	   62	 4.19	F6V
281.793333	 -4.748056	7063	Sct	18 47 10.4	-04 44 53	282.38	 18.19	 28.22	 -1.22	  432	 4.22	G5IICN0.5Fe1Hdelta1
281.518333	+26.661944	7064	   	18 46 04.4	+26 39 43	285.94	 49.47	 56.50	 12.90	  271	 4.84	K3III
281.755000	+18.181389	7069	Her	18 47 01.2	+18 10 53	284.86	 41.02	 48.76	  9.12	   93	 4.36	A5III
283.053750	-62.187778	7074	Pav	18 52 12.9	-62 11 16	277.80	-39.10	333.61	-23.87	 1286	 4.22	B2II-IIIe
282.519583	+33.362778	7106	Lyr	18 50 04.7	+33 21 46	288.88	 55.98	 63.19	 14.78	  197	 3.42	B7Ve+A8p
284.237500	-67.233611	7107	Pav	18 56 57.0	-67 14 01	277.62	-44.17	328.29	-25.39	  543	 4.44	F5I-II
283.542083	-22.745000	7116	Sgr	18 54 10.1	-22 44 42	282.47	  0.11	 12.74	-10.72	  189	 4.83	K2I
283.779167	-22.671389	7120	Sgr	18 55 07.0	-22 40 17	282.70	  0.16	 12.91	-10.89	  271	 4.98	K3II-IIIBa0.8CN2
283.815833	-26.296667	7121	Sgr	18 55 15.8	-26 17 48	282.38	 -3.45	  9.56	-12.43	  232	 2.03	B2.5V
282.799583	+59.388333	7125	Dra	18 51 11.9	+59 23 18	314.89	 80.80	 89.31	 23.14	  326	 4.67	G9IIIbCN-0.5
283.686667	+22.645278	7133	Her	18 54 44.8	+22 38 43	288.06	 45.23	 53.63	  9.42	  543	 4.60	G4III+A6V
284.615000	-52.938333	7134	Tel	18 58 27.6	-52 56 18	280.11	-30.01	343.57	-22.35	  543	 4.87	A0V
