#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T19:08:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a2d31220564	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog
#-nav=cat:V/53A&tab:{V/53A/catalog}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a2d31220564&-out.max=unlimited&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Bayer&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=V/53A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog
#-out=HR
#-out=n_HR
#-out=Bayer
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	n_HR	(A1)	Simbad column added by the CDS	[ucd=]
#Column	Bayer	(A4)	Greek letter (lettre grecque)	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	n_HR	Bayer	Const	RA2000	DE2000	ELON	ELAT	Dist	Vmag	SpType
262.960000	-49.876111	6510	 	alf 	Ara	17 31 50.4	-49 52 34	264.93	-26.56	  250	 2.95	B2Vne
262.853333	-23.962778	6519	 	    	Oph	17 31 24.8	-23 57 46	263.47	 -0.69	  465	 4.81	B9.5Ve
262.684167	+26.110556	6526	 	lam 	Her	17 30 44.2	+26 06 38	259.90	 49.29	  407	 4.41	K3.5IIIBa0.1
263.401667	-37.103611	6527	*	lam 	Sco	17 33 36.4	-37 06 13	264.59	-13.79	  316	 1.63	B2IV+B
262.607500	+52.301389	6536	 	bet 	Dra	17 30 25.8	+52 18 05	251.96	 75.28	  362	 2.81	G2Ib-IIa
263.914167	-46.505556	6537	 	sig 	Ara	17 35 39.4	-46 30 20	265.45	-23.16	  407	 4.59	A0V
264.136250	-38.635278	6546	 	    	   	17 36 32.7	-38 38 07	265.25	-15.29	  148	 4.29	K0IIIb
264.329167	-42.997778	6553	 	tet 	Sco	17 37 19.0	-42 59 52	265.60	-19.65	  296	 1.87	F1II
263.043333	+55.184167	6554	 	 nu1	Dra	17 32 10.4	+55 11 03	250.33	 78.15	  101	 4.90	A6V
263.066250	+55.172778	6555	 	 nu2	Dra	17 32 15.9	+55 10 22	250.40	 78.14	  101	 4.87	A4m
263.733333	+12.560000	6556	*	alf 	Oph	17 34 56.0	+12 33 36	262.45	 35.84	   47	 2.07	A5III
264.396250	-15.398611	6561	 	 xi 	Ser	17 37 35.1	-15 23 55	264.55	  7.93	  108	 3.52	F0IVdeltaSct
264.460833	 -8.118889	6567	 	 mu 	Oph	17 37 50.6	-08 07 08	264.32	 15.21	  619	 4.63	B8II-IIIp:Mn
265.097500	-49.415556	6569	 	lam 	Ara	17 40 23.4	-49 24 56	266.45	-26.04	   72	 4.77	F3IV
265.621250	-39.030000	6580	 	kap 	Sco	17 42 29.1	-39 01 48	266.47	-15.64	  465	 2.41	B1.5III
265.353333	-12.875278	6581	 	omi 	Ser	17 41 24.8	-12 52 31	265.39	 10.49	  171	 4.24	A2V
266.432917	-64.723889	6582	 	eta 	Pav	17 45 43.9	-64 43 26	267.97	-41.31	  407	 3.62	K2II
264.865833	+46.006389	6588	 	iot 	Her	17 39 27.8	+46 00 23	259.89	 69.27	  543	 3.80	B3IV
265.857083	-21.683333	6595	 	    	Oph	17 43 25.7	-21 41 00	266.15	  1.70	   57	 4.87	F6V
264.237083	+68.758056	6596	 	omg 	Dra	17 36 56.9	+68 45 29	132.27	 86.90	   77	 4.80	F5V
265.867917	 +4.567222	6603	 	bet 	Oph	17 43 28.3	+04 34 02	265.34	 27.94	   83	 2.78	K2III
266.895833	-40.126944	6615	 	iot1	Sco	17 47 35.0	-40 07 37	267.52	-16.71	 4373	 3.03	F2Iae
266.889583	-27.830833	6616	 	    	Sgr	17 47 33.5	-27 49 51	267.24	 -4.42	  356	 4.54	F7II
266.614583	+27.720833	6623	 	 mu 	Her	17 46 27.5	+27 43 15	265.22	 51.10	   27	 3.42	G5IV
267.293333	-31.703333	6628	 	    	   	17 49 10.4	-31 42 12	267.67	 -8.29	  280	 4.83	B8V
266.972917	 +2.707222	6629	 	gam 	Oph	17 47 53.5	+02 42 26	266.63	 26.11	   95	 3.75	A0V
267.464167	-37.043333	6630	 	    	   	17 49 51.4	-37 02 36	267.92	-13.62	  130	 3.21	K2III
267.545833	-40.090556	6631	 	iot2	Sco	17 50 11.0	-40 05 26	268.04	-16.67	 2224	 4.81	A2Ib
265.484167	+72.148889	6636	 	psi1	Dra	17 41 56.2	+72 08 56	103.80	 84.19	   72	 4.58	F5IV-V
269.197083	-44.342222	6675	 	    	   	17 56 47.3	-44 20 32	269.39	-20.90	  362	 4.86	K2III
269.448333	-41.716111	6682	 	    	   	17 57 47.6	-41 42 58	269.57	-18.28	  361	 4.88	M0III
268.381667	+56.872500	6688	 	 xi 	Dra	17 53 31.6	+56 52 21	264.75	 80.28	  112	 3.75	K2III
269.062917	+37.250556	6695	 	tet 	Her	17 56 15.1	+37 15 02	268.47	 60.68	  401	 3.88	K1IIaCN+2
269.756250	 -9.773611	6698	 	 nu 	Oph	17 59 01.5	-09 46 25	269.75	 13.67	  155	 3.34	K0IIIaCN-1
269.947917	-23.816111	6700	 	    	Sgr	17 59 47.5	-23 48 58	269.95	 -0.38	  465	 4.75	B9V
269.440833	+29.247778	6703	 	 xi 	Her	17 57 45.8	+29 14 52	269.19	 52.69	  135	 3.70	G8III
269.151250	+51.488889	6705	*	gam 	Dra	17 56 36.3	+51 29 20	267.97	 74.92	  148	 2.22	K5III
269.625417	+30.189444	6707	 	 nu 	Her	17 58 30.1	+30 11 22	269.45	 53.63	  691	 4.41	F2II
270.120000	 -3.690278	6710	 	zet 	Ser	18 00 28.8	-03 41 25	270.13	 19.75	   75	 4.62	F2IV
270.065417	 +4.368611	6712	 	    	Oph	18 00 15.7	+04 22 07	270.07	 27.81	  556	 4.60	B2Ve
270.013750	+16.750833	6713	 	    	Her	18 00 03.3	+16 45 03	270.02	 40.19	  313	 4.67	K0.5IIb
270.160833	 +2.931389	6714	 	    	Oph	18 00 38.6	+02 55 53	270.18	 26.37	 2350	 3.93	B5Ib
270.437917	 +1.305278	6723	 	    	Oph	18 01 45.1	+01 18 19	270.48	 24.74	  271	 4.42	A2Vn
270.376250	+21.595556	6730	 	    	Her	18 01 30.3	+21 35 44	270.50	 45.03	  543	 4.96	A5IIIn
271.255000	-29.580000	6742	 	gam1	Sgr	18 05 01.2	-29 34 48	271.10	 -6.15	  151	 4.69	F4-G1Ib
271.657083	-50.091667	6743	 	tet 	Ara	18 06 37.7	-50 05 30	271.19	-26.66	 2133	 3.66	B2Ib
272.144583	-63.668333	6745	 	 pi 	Pav	18 08 34.7	-63 40 06	271.25	-40.24	  141	 4.35	A7pSr
271.451667	-30.424167	6746	 	gam2	Sgr	18 05 48.4	-30 25 27	271.26	 -6.99	   98	 2.99	K0III
271.363333	 +2.499444	6752	 	    	Oph	18 05 27.2	+02 29 58	271.51	 25.93	   16	 4.03	K0V
272.020417	-28.456944	6766	 	    	   	18 08 04.9	-28 27 25	271.78	 -5.03	  362	 4.56	G8IIIpCH-3CN-2
271.826250	 +8.733889	6770	 	    	Oph	18 07 18.3	+08 44 02	272.13	 32.16	  250	 4.63	G8III
271.837083	 +9.563889	6771	 	    	Oph	18 07 20.9	+09 33 50	272.16	 32.99	   83	 3.73	A4IVs
271.885417	+28.762500	6779	 	omi 	Her	18 07 32.5	+28 45 45	272.70	 52.18	  362	 3.83	B9.5V
272.807083	-45.954167	6783	 	eps 	Tel	18 11 13.7	-45 57 15	272.11	-22.54	  465	 4.53	K0III
272.189167	+20.814444	6787	 	    	Her	18 08 45.4	+20 48 52	272.86	 44.23	  858	 4.35	B2IV
263.052083	+86.586389	6789	 	del 	UMi	17 32 12.5	+86 35 11	 91.20	 69.95	  191	 4.36	A1Vn
271.869583	+43.461667	6791	 	    	   	18 07 28.7	+43 27 42	273.46	 66.88	  407	 5.00	G8IIICN-0.3CH-3
272.930417	-23.701111	6801	 	    	Sgr	18 11 43.3	-23 42 04	272.68	 -0.29	  250	 4.98	K0III
273.440417	-21.058889	6812	 	 mu 	Sgr	18 13 45.7	-21 03 32	273.21	  2.34	 3723	 3.85	B8Iape
272.975417	+31.405278	6815	 	    	Her	18 11 54.1	+31 24 19	274.41	 54.80	  519	 4.97	M3III
274.406250	-36.761667	6832	 	eta 	Sgr	18 17 37.5	-36 45 42	273.63	-13.38	  155	 3.11	M3.5III
274.512917	-27.042500	6842	 	    	   	18 18 03.1	-27 02 33	274.03	 -3.67	  480	 4.63	K3II
275.806250	-61.493889	6855	 	 xi 	Pav	18 23 13.5	-61 29 38	273.52	-38.13	  465	 4.36	K4III
275.248333	-29.828056	6859	 	del 	Sgr	18 20 59.6	-29 49 41	274.58	 -6.47	  326	 2.70	K3IIIa*
275.216667	 +3.377222	6866	 	    	Oph	18 20 52.0	+03 22 38	275.83	 26.71	  271	 4.84	G8III
275.074167	+21.961389	6868	 	    	Her	18 20 17.8	+21 57 41	276.69	 45.28	  465	 4.96	M1III
275.327083	 -2.898889	6869	 	eta 	Ser	18 21 18.5	-02 53 56	275.68	 20.44	   62	 3.25	K2IIIabCN1
274.965000	+36.064444	6872	 	kap 	Lyr	18 19 51.6	+36 03 52	277.89	 59.37	  250	 4.34	K2IIIabCN1
276.042917	-34.384722	6879	 	eps 	Sgr	18 24 10.3	-34 23 05	275.08	-11.05	  148	 1.85	B9.5III
275.914167	 -8.934444	6884	 	zet 	Sct	18 23 39.4	-08 56 04	276.03	 14.38	  191	 4.68	G9IIIbFe0.5
275.924167	+21.769722	6895	 	    	Her	18 23 41.8	+21 46 11	277.80	 45.05	  130	 3.84	K2.5IIIab
276.337083	-20.541667	6896	 	    	Sgr	18 25 20.9	-20 32 30	275.94	  2.77	  740	 4.82	K2II
276.742917	-45.968333	6897	 	alf 	Tel	18 26 58.3	-45 58 06	275.07	-22.65	  250	 3.51	B3IV
277.207500	-49.070833	6905	 	zet 	Tel	18 28 49.8	-49 04 15	275.24	-25.76	  130	 4.13	G8-K0III
276.992083	-25.421667	6913	 	lam 	Sgr	18 27 58.1	-25 25 18	276.32	 -2.14	   77	 2.81	K1IIIb
277.842917	-62.278333	6916	 	 nu 	Pav	18 31 22.3	-62 16 42	274.68	-38.97	  543	 4.64	B7-8III
275.188750	+71.337778	6920	 	phi 	Dra	18 20 45.3	+71 20 16	 71.09	 84.88	  296	 4.22	A0pSi:
275.976667	+58.800556	6923	 	    	Dra	18 23 54.4	+58 48 02	292.16	 81.78	  191	 4.99	A1V
275.263333	+72.732778	6927	 	chi 	Dra	18 21 03.2	+72 43 58	 75.93	 83.57	   26	 3.58	F7V
277.298750	-14.565833	6930	 	gam 	Sct	18 29 11.7	-14 33 57	277.15	  8.69	  296	 4.71	A3Vn
277.938750	-45.915000	6934	 	del1	Tel	18 31 45.3	-45 54 54	275.98	-22.64	  505	 4.96	B6IV
276.495417	+65.563611	6945	 	    	Dra	18 25 58.9	+65 33 49	342.27	 87.18	  326	 4.82	K2III
278.375417	-42.312500	6951	 	tet 	CrA	18 33 30.1	-42 18 45	276.54	-19.06	  208	 4.64	G8III
278.801250	 -8.244167	6973	 	alf 	Sct	18 35 12.3	-08 14 39	279.02	 14.92	  181	 3.83	K3III-IIIb
278.142917	+57.045556	6978	 	    	Dra	18 32 34.3	+57 02 44	295.68	 79.76	 2028	 4.77	F7Ib
280.758750	-71.428333	6982	 	zet 	Pav	18 43 02.1	-71 25 42	275.12	-48.18	  217	 4.01	K0III
279.234167	+38.783611	7001	*	alf 	Lyr	18 36 56.2	+38 47 01	285.32	 61.73	   25	 0.03	A0Va
281.360833	-64.871389	7012	 	    	   	18 45 26.6	-64 52 17	276.43	-41.69	   95	 4.79	A5IV-V
280.567917	 -9.052500	7020	 	del 	Sct	18 42 16.3	-09 03 09	280.76	 13.99	  191	 4.72	F2IIIpdeltaDel
281.080417	-35.642222	7029	 	    	   	18 44 19.3	-35 38 32	279.21	-12.56	  465	 4.87	B2.5V
280.880000	 -8.275278	7032	 	eps 	Sct	18 43 31.2	-08 16 31	281.14	 14.74	  543	 4.89	G8II
281.413750	-26.990833	7039	 	phi 	Sgr	18 45 39.3	-26 59 27	280.18	 -3.95	  232	 3.16	B8III
281.192917	+37.605000	7056	 	zet1	Lyr	18 44 46.3	+37 36 18	288.11	 60.34	  155	 4.36	Am
281.415000	+20.546389	7061	 	    	Her	18 45 39.6	+20 32 47	284.78	 43.40	   62	 4.19	F6V
281.793333	 -4.748056	7063	 	bet 	Sct	18 47 10.4	-04 44 53	282.38	 18.19	  432	 4.22	G5IICN0.5Fe1Hdelta1
281.518333	+26.661944	7064	 	    	   	18 46 04.4	+26 39 43	285.94	 49.47	  271	 4.84	K3III
281.755000	+18.181389	7069	 	    	Her	18 47 01.2	+18 10 53	284.86	 41.02	   93	 4.36	A5III
283.053750	-62.187778	7074	 	lam 	Pav	18 52 12.9	-62 11 16	277.80	-39.10	 1286	 4.22	B2II-IIIe
282.519583	+33.362778	7106	 	bet 	Lyr	18 50 04.7	+33 21 46	288.88	 55.98	  197	 3.42	B7Ve+A8p
284.237500	-67.233611	7107	 	kap 	Pav	18 56 57.0	-67 14 01	277.62	-44.17	  543	 4.44	F5I-II
283.542083	-22.745000	7116	 	 nu1	Sgr	18 54 10.1	-22 44 42	282.47	  0.11	  189	 4.83	K2I
283.779167	-22.671389	7120	 	 nu2	Sgr	18 55 07.0	-22 40 17	282.70	  0.16	  271	 4.98	K3II-IIIBa0.8CN2
283.815833	-26.296667	7121	*	sig 	Sgr	18 55 15.8	-26 17 48	282.38	 -3.45	  232	 2.03	B2.5V
282.799583	+59.388333	7125	 	omi 	Dra	18 51 11.9	+59 23 18	314.89	 80.80	  326	 4.67	G9IIIbCN-0.5
283.686667	+22.645278	7133	 	    	Her	18 54 44.8	+22 38 43	288.06	 45.23	  543	 4.60	G4III+A6V
284.615000	-52.938333	7134	 	lam 	Tel	18 58 27.6	-52 56 18	280.11	-30.01	  543	 4.87	A0V
283.306250	+50.708056	7137	 	    	   	18 53 13.5	+50 42 29	299.50	 72.79	  362	 4.93	G8III
283.625417	+36.898889	7139	 	del2	Lyr	18 54 30.1	+36 53 56	291.67	 59.32	 1085	 4.30	M4II
284.054583	 +4.203611	7141	 	tet1	Ser	18 56 13.1	+04 12 13	285.75	 26.88	  135	 4.62	A5V
284.060417	 +4.201944	7142	 	tet2	Ser	18 56 14.5	+04 12 07	285.76	 26.88	  148	 4.98	A5Vn
284.265000	 -5.846111	7149	 	eta 	Sct	18 57 03.6	-05 50 46	284.84	 16.86	  217	 4.83	K2III
284.432083	-21.106667	7150	 	 xi2	Sgr	18 57 43.7	-21 06 24	283.45	  1.66	  407	 3.51	K1III
284.680417	-37.107222	7152	 	eps 	CrA	18 58 43.3	-37 06 26	282.04	-14.28	   98	 4.87	F2V
283.833333	+43.946111	7157	 	    	Lyr	18 55 20.0	+43 56 46	295.23	 66.18	  362	 4.00	M5III
284.905417	+15.068333	7176	 	eps 	Aql	18 59 37.3	+15 04 06	288.26	 37.57	  155	 4.02	K1IIICN0.5Ba0.2
284.735417	+32.689444	7178	 	gam 	Lyr	18 58 56.5	+32 41 22	291.92	 55.01	  171	 3.24	B9III
283.598750	+71.297222	7180	 	ups 	Dra	18 54 23.7	+71 17 50	 50.30	 83.22	  362	 4.82	K0III
285.777917	-42.095278	7188	 	zet 	CrA	19 03 06.7	-42 05 43	282.35	-19.33	  191	 4.75	B9.5V
285.003333	+32.145556	7192	 	lam 	Lyr	19 00 00.8	+32 08 44	292.14	 54.44	  253	 4.98	K2.5IIIBa0.4
285.419583	 -5.738889	7193	 	    	Aql	19 01 40.7	-05 44 20	286.05	 16.85	  155	 4.02	K1IIIv
285.652500	-29.880278	7194	 	zet 	Sgr	19 02 36.6	-29 52 49	283.64	 -7.18	   90	 2.59	A2III+A4IV
286.170417	-21.741667	7217	 	omi 	Sgr	19 04 40.9	-21 44 30	284.99	  0.86	  141	 3.77	G8III
286.734583	-27.670556	7234	 	tau 	Sgr	19 06 56.3	-27 40 14	284.83	 -5.09	  120	 3.31	K1III
286.352083	+13.863333	7235	 	zet 	Aql	19 05 24.5	+13 51 48	289.80	 36.19	   83	 2.99	A0Vn
286.561667	 -4.882500	7236	 	lam 	Aql	19 06 14.8	-04 52 57	287.33	 17.57	  125	 3.43	B9Vn
287.086667	-40.496667	7242	 	del 	CrA	19 08 20.8	-40 29 48	283.58	-17.86	  181	 4.59	K1III
287.367500	-37.904444	7254	 	alf 	CrA	19 09 28.2	-37 54 16	284.13	-15.31	  130	 4.11	A2V
287.506667	-39.340833	7259	 	bet 	CrA	19 10 01.6	-39 20 27	284.06	-16.75	  543	 4.11	K0II
287.440417	-21.023611	7264	 	 pi 	Sgr	19 09 45.7	-21 01 25	286.25	  1.44	  465	 2.88	F2II
288.884583	-25.256667	7292	 	psi 	Sgr	19 15 32.3	-25 15 24	287.04	 -2.93	  362	 4.83	F2:+F7III
288.439167	+39.146111	7298	 	eta 	Lyr	19 13 45.4	+39 08 46	300.06	 60.68	  654	 4.38	B2.5IV
289.408333	-18.953056	7304	 	    	Sgr	19 17 38.0	-18 57 11	288.35	  3.26	  543	 4.93	G8II
289.053750	+21.390556	7306	 	    	Vul	19 16 12.9	+21 23 26	294.65	 43.21	  510	 4.77	B4IV
288.479583	+57.705000	7309	 	    	Dra	19 13 55.1	+57 42 18	322.77	 77.72	  163	 4.99	K2III
288.137917	+67.661667	7310	 	del 	Dra	19 12 33.1	+67 39 42	 17.16	 82.89	  101	 3.07	G9III
289.091667	+38.133611	7314	 	tet 	Lyr	19 16 22.0	+38 08 01	300.52	 59.57	  491	 4.38	K0II
289.275000	+53.368611	7328	 	kap 	Cyg	19 17 06.0	+53 22 07	314.92	 73.80	  125	 3.76	G9III
290.659167	-44.458889	7337	 	bet1	Sgr	19 22 38.2	-44 27 32	285.78	-22.14	  407	 4.01	B9V
290.417917	-17.847222	7340	 	 ro1	Sgr	19 21 40.3	-17 50 50	289.45	  4.22	  125	 3.93	F0IV-V
290.431250	-15.955000	7342	 	ups 	Sgr	19 21 43.5	-15 57 18	289.73	  6.10	  681	 4.61	B2Vpe+A2IaShell
290.804583	-44.799722	7343	 	bet2	Sgr	19 23 13.1	-44 47 59	285.83	-22.50	  141	 4.29	F2III
290.970833	-40.616111	7348	 	alf 	Sgr	19 23 53.0	-40 36 58	286.64	-18.38	  171	 3.97	B8V
288.886667	+73.355556	7352	 	tau 	Dra	19 15 32.8	+73 21 20	 55.01	 80.70	  155	 4.45	K3IIICN1
290.166667	+65.714444	7371	 	 pi 	Dra	19 20 40.0	+65 42 52	  3.38	 81.83	  232	 4.59	A2IIIs
291.031250	+29.621389	7372	 	    	Cyg	19 24 07.5	+29 37 17	299.66	 50.92	  610	 4.97	B3IV
291.374167	 +3.114722	7377	 	del 	Aql	19 25 29.8	+03 06 53	293.64	 24.82	   50	 3.36	F3IV
291.629167	 +0.338611	7387	 	 nu 	Aql	19 26 31.0	+00 20 19	293.43	 22.04	 1575	 4.72	F2Ib
292.175833	+24.665000	7405	 	alf 	Vul	19 28 42.2	+24 39 54	299.51	 45.86	  296	 4.45	M0III
292.680000	+27.959722	7417	 	bet1	Cyg	19 30 43.2	+27 57 35	301.25	 48.97	  407	 3.14	K3II+B0.5V
292.425833	+51.729722	7420	 	iot2	Cyg	19 29 42.2	+51 43 47	317.97	 71.45	  125	 3.78	A5Vn
293.803333	-48.099167	7424	 	iot 	Tel	19 35 12.8	-48 05 57	287.47	-26.09	  407	 4.90	K0III
292.942500	+34.453056	7426	 	    	Cyg	19 31 46.2	+34 27 11	304.27	 55.20	  580	 4.74	B3IV
293.522083	 +7.378889	7429	 	 mu 	Aql	19 34 05.3	+07 22 44	296.81	 28.66	  112	 4.45	K3IIIb
293.645000	+19.773333	7437	 	    	Vul	19 34 34.8	+19 46 24	299.90	 40.79	  512	 4.99	B8IIIn
294.176250	-24.883611	7440	 	    	Sgr	19 36 42.3	-24 53 01	291.85	 -3.26	  191	 4.60	B9
294.222500	 -7.027500	7446	 	kap 	Aql	19 36 53.4	-07 01 39	294.85	 14.35	 1719	 4.96	B0.5III
294.180000	 -1.286389	7447	 	iot 	Aql	19 36 43.2	-01 17 11	295.84	 20.01	  326	 4.36	B5III
293.089583	+69.661111	7462	 	sig 	Dra	19 32 21.5	+69 39 40	 30.29	 80.92	   18	 4.69	K0V
294.110000	+50.221111	7469	 	tet 	Cyg	19 36 26.4	+50 13 16	318.64	 69.62	   61	 4.47	F4V
294.843750	+30.153333	7478	 	phi 	Cyg	19 39 22.5	+30 09 12	304.93	 50.62	  250	 4.70	G8III-IV
295.023750	+18.013889	7479	 	alf 	Sge	19 40 05.7	+18 00 50	301.07	 38.79	  543	 4.38	G1III
295.262083	+17.475833	7488	 	bet 	Sge	19 41 02.9	+17 28 33	301.21	 38.22	  543	 4.38	G8IIIaCN0.5
296.590000	-19.761111	7515	 	    	Sgr	19 46 21.6	-19 45 40	294.92	  1.41	  217	 4.86	K1III
296.068750	+37.354444	7517	 	    	Cyg	19 44 16.5	+37 21 16	310.17	 57.21	  296	 4.89	G7III
296.564583	+10.613333	7525	*	gam 	Aql	19 46 15.5	+10 36 48	300.94	 31.24	  465	 2.72	K3II
296.243333	+45.130833	7528	 	del 	Cyg	19 44 58.4	+45 07 51	316.25	 64.41	  171	 2.87	B9.5IV+F1V
296.606250	+33.727778	7534	 	    	Cyg	19 46 25.5	+33 43 40	308.91	 53.63	   69	 4.99	F7V
296.846667	+18.534167	7536	 	del 	Sge	19 47 23.2	+18 32 03	303.39	 38.91	  465	 3.81	M2II+A0V
297.244167	+19.141944	7546	 	zet 	Sge	19 48 58.6	+19 08 31	304.04	 39.42	  362	 5.00	A3V
297.695417	 +8.868333	7557	*	alf 	Aql	19 50 46.9	+08 52 06	301.78	 29.30	   16	 0.76	A7V
297.640833	+32.914167	7564	 	chi 	Cyg	19 50 33.8	+32 54 51	309.88	 52.60	  362	 4.24	S6+/1e
297.766667	+22.610000	7565	 	    	Vul	19 51 04.0	+22 36 36	305.79	 42.66	  639	 4.96	B2.5Ve
298.117917	 +1.005556	7570	 	eta 	Aql	19 52 28.3	+01 00 20	300.43	 21.52	  858	 3.90	F6Ibv
298.814583	-41.868333	7581	 	iot 	Sgr	19 55 15.5	-41 52 06	292.56	-20.66	  191	 4.13	K0II-III
297.042917	+70.267778	7582	 	eps 	Dra	19 48 10.3	+70 16 04	 32.69	 79.49	  148	 3.84	G7IIIbCN-2
300.147500	-72.910556	7590	 	eps 	Pav	20 00 35.4	-72 54 38	283.53	-50.89	  108	 3.96	A0V
298.365000	+24.079722	7592	 	    	Vul	19 53 27.6	+24 04 47	307.04	 43.94	  362	 4.58	B9.5III
298.561667	 +8.461389	7595	 	 xi 	Aql	19 54 14.8	+08 27 41	302.63	 28.72	  217	 4.68	K0IIIb
298.959583	-26.299444	7597	 	omg 	Sgr	19 55 50.3	-26 17 58	295.85	 -5.42	   77	 4.70	G5V
298.827917	 +6.406667	7602	*	bet 	Aql	19 55 18.7	+06 24 24	302.42	 26.66	   45	 3.72	G8IV
299.236250	-27.170000	7604	 	    	Sgr	19 56 56.7	-27 10 12	295.92	 -6.32	  247	 4.50	K3IICN1
298.965000	+38.486667	7613	 	    	Cyg	19 55 51.6	+38 29 12	314.87	 57.50	  494	 4.95	B5IV
299.076250	+35.083333	7615	 	eta 	Cyg	19 56 18.3	+35 05 00	312.93	 54.27	  141	 3.93	K0III
299.737917	-26.195556	7618	 	    	Sgr	19 58 57.1	-26 11 44	296.56	 -5.46	  362	 4.82	G6IIIBa0.2
298.907083	+52.438889	7619	 	psi 	Cyg	19 55 37.7	+52 26 20	329.40	 69.98	  296	 4.92	A4Vn
299.933750	-35.276389	7623	 	tet1	Sgr	19 59 44.1	-35 16 35	294.87	-14.39	  496	 4.37	B3IV
298.980000	+58.846111	7633	 	    	   	19 55 55.2	+58 50 46	343.38	 74.84	  498	 4.96	K5II-III
299.688750	+19.492222	7635	 	gam 	Sge	19 58 45.3	+19 29 32	307.04	 39.19	  296	 3.47	M0III
300.664167	-27.710000	7650	 	    	Sgr	20 02 39.4	-27 42 36	297.07	 -7.11	  465	 4.54	M4III
300.889167	-37.940833	7652	 	    	   	20 03 33.4	-37 56 27	295.07	-17.15	  407	 4.77	K5III
300.275000	+27.753611	7653	 	    	Vul	20 01 06.0	+27 45 13	310.85	 46.99	  232	 4.65	A4III
301.081250	-32.056111	7659	 	    	   	20 04 19.5	-32 03 22	296.51	-11.43	  326	 4.99	K1III
302.180000	-66.182222	7665	 	del 	Pav	20 08 43.2	-66 10 56	287.61	-44.70	   20	 3.56	G6-8IV
301.846250	-52.880833	7673	 	 xi 	Tel	20 07 23.1	-52 52 51	292.02	-31.85	  319	 4.97	M1IIab
300.703750	+67.873611	7685	 	 ro 	Dra	20 02 48.9	+67 52 25	 20.36	 78.16	  407	 4.50	K3III
302.356250	+36.839722	7708	 	    	Cyg	20 09 25.5	+36 50 23	318.29	 54.99	  621	 4.93	B2.5Ve
302.825833	 -0.821389	7710	 	tet 	Aql	20 11 18.2	-00 49 17	304.91	 18.73	  296	 3.22	B9.5III
303.568750	+15.197500	7724	 	 ro 	Aql	20 14 16.5	+15 11 51	310.11	 34.08	  155	 4.95	A2V
303.324583	+46.815833	7730	 	    	Cyg	20 13 17.9	+46 48 57	328.04	 63.69	  181	 4.83	A5IIIn
303.407500	+46.741389	7735	 	    	Cyg	20 13 37.8	+46 44 29	328.07	 63.60	  469	 3.80	K2II+B3V
303.632917	+36.806389	7736	 	    	Cyg	20 14 31.9	+36 48 23	319.91	 54.57	  135	 4.99	A2V
